ml_dataset_index,pista_raw,responsável,1-jogo-de-palavras-anagrama-cacofonia,2-ref-visual-observavel-team-rua,3-criptografia,4-ref-historica-mitologia,5-cultura-pop-conhecimento-geral,6-ref-interna-cidade-universitaria,7-ref-externa-campus,8-caminho-trajetória-roteiro,9-manipular-imagens,10-busca-listas-elencaçoes-clusters,11-links-site-integra-daquele-ano,12-tarefa-não-papel,Método_agregado,autor_raw,macro_raw,micro_raw,explicação_raw,interna_raw,tem_texto?,tem_explicação?,tem_macro?,é_papel?,ano,revisar?,rotulado_metodo,link,2017_respostas,2016_observaçao,2015_dificuldade,prompt,prompt_pista,macro_depara
ML_2009_00036,Vamos nadar na cachoeira.,,,,,,,,,,,,,,,,HU,No lago do parque do HU.,,,TRUE,FALSE,TRUE,,2009,,,,,,,,,HU
ML_2009_00037,Tem que ter fibra pra abrir essa garrafa.,,,,,,,,,,,,,,,,REITORIA,Nas tampas de garrafas gigantes.,,,TRUE,FALSE,TRUE,,2009,,,,,,,,,Reitoria Nova
ML_2009_00038,"Um garoto que mal sabia escrever seios,
 comeu uma mulher na câmara escura.",,,,,,,,,,,,,,,,HU,"Na câmara escura da 
 mamografia do HU.",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,HU
ML_2009_00039,"Único elevador com vista panorâmica para 
 o mar.",,,,,,,,,,,,,,,,IME,"Caixa de força na frente do elevador
 panorâmico para deficientes.",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,IME
ML_2009_00040,Aqui estudou Pedro Malan.,,,,,,,,,,,,,,,,FEA,"Escola fazendária do Estado de São
 Paulo, 3° andar do FEA5 (embaixo do
 lixo de escritório dentro da sala).",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,FEA
ML_2009_00041,G invertido.,,,,,,,,,,,,,,,,FFLCH,"Escada vermelha logo na entrada da 
 História e Geografia (colocar na 
 grade dentro dela).",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,FFLCH (Sem contar Adm)
ML_2009_00042,"Na copa de 2002 o Brasil passou aperto, 
 mas depois que encontrou a luz, chegou ao
 topo.",,,,,,,,,,,,,,,,"CASA DE 
 CULTURA 
 JAPONESA","No teto da Casa de Cultura
 Japonesa.",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,Casa de Cultura Japonesa
ML_2009_00043,"Dizem que em coração de mãe sempre 
 cabe mais um. Entretanto, existem 
 corações e corações... No coração dessa 
 mãe caberiam mais 20!",,,,,,,,,,,,,,,,VET,"Embaixo do coração de baleia do Museu de 
 Anatomia Animal da Vet.",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,Vet
ML_2009_00044,"De.us cri.ou o ho.mem... O ho.mem cri.ou 
 Ne.ro... E só Ne.ro po.de che.gar a es.sa 
 pis.ta!",,,,,,,,,,,,,,,,ECA,"Atrás dos armários de dicionários da 
 biblioteca da ECA. Colado em cima.",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,ECA
ML_2009_00045,"Arrisque perguntar a um CDF: Você Joga 
 10? Sim ou Não?",,,,,,,,,,,,,,,,REITORIA,Nessa bancada do CU.,,,TRUE,FALSE,TRUE,,2009,,,,,,,,,Reitoria Nova
ML_2009_00046,"""Rapunzel, jogue suas tranças!""
 Hoje em dia, não é tão fácil assim 
 resgatar uma princesa.",,,,,,,,,,,,,,,,IPEN,Rapunzel.,,,TRUE,FALSE,TRUE,,2009,,,,,,,,,IPEN
ML_2009_00047,"50% das indústrias do Estado de São 
 Paulo sofrem com o problema do aumento 
 repentino da energia.",,,,,,,,,,,,,,,,SEMI-INDUSTRIAL,No pára-raio do semi-industrial.,,,TRUE,FALSE,TRUE,,2009,,,,,,,,,Químicas
ML_2009_00048,"Do alto com um Pelé, assisti a copa
 recentemente iniciada.",,,,,,,,,,,,,,,,FEA,"No vão de concreto, entre a escada
 e o vidro.",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,FEA
ML_2009_00049,"Quando você estiver sozinho divirta-se com 
 as minhocas.",,,,,,,,,,,,,,,,CEPE,"No cano da parede da sala de 
 ginástica individualizada.",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,CEPE
ML_2009_00050,"O competidor 4 veio da Bahia e está bravo
 de ter de rolar no feno.",,,,,,,,,,,,,,,,VET,Na baia do cavalo bravo.,,,TRUE,FALSE,TRUE,,2009,,,,,,,,,Vet
ML_2009_00051,"Para acabar com o aborrecimento, basta 
 fazer um simples movimento: esquerda - 
 direita; embaixo - embaixo; em cima - em 
 cima; prum lado - pro outro.",,,,,,,,,,,,,,,,CEPE,"Atrás do espelho do vestiário 2 
 do CEPE.",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,CEPE
ML_2009_00052,"You don't need too much brain to realize 
 that's unacceptable pay $25 for a pringles! 
 Figure out all the possibilities and identify 
 yourself as Bond, James Bond.",,,,,,,,,,,,,,,,FÍSICA,Dentro da Pringles da Tia da Física.,,,TRUE,FALSE,TRUE,,2009,,,,,,,,,IF
ML_2009_00053,"01:05:94 - Nem Galvão sabia que o 
 mocinho ia morrer no final.",,,,,,,,,,,,,,,,ECA,"No catálogo de TV da Rede Globo
 do dia 010594.",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,ECA
ML_2009_00054,Desenho da Piscina!,,,,,,,,,,,,,,,,CEPE,"No fundo do tanque de salto
 do CEPE.",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,CEPE
ML_2009_00055,noiva,,,,,,,,,,,,,,,,"ARTES 
 CÊNICAS",Cabeça da boneca.,,,TRUE,FALSE,TRUE,,2009,,,,,,,,,ECA
ML_2009_00056,A chave para o R4.,,,,,,,,,,,,,,,,IME,Na placa da chave.,,,TRUE,FALSE,TRUE,,2009,,,,,,,,,IME
ML_2009_00057,Aqui você não tem dor de barriga.,,,,,,,,,,,,,,,,"CLUBE DOS 
 PROFESSORES","Na entrada do restaurante
 do Clube dos Professores.",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,#N/A
ML_2009_00058,"Um bixo da medicina com certeza não
 se afogaria.",,,,,,,,,,,,,,,,IO,No peixe-porco do Museu do IO.,,,TRUE,FALSE,TRUE,,2009,,,,,,,,,IO
ML_2009_00059,Equação,,,,,,,,,,,,,,,,IME,"Atrás do quadro do NÓ 
 correspondente.",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,IME
ML_2009_00060,"Somos de um grupo que vive uma vida ao 
 contrário: o dia é uma calmaria e a noite 
 uma diversão.",,,,,,,,,,,,,,,,IGC,"Pedra do lado esquerdo do 
 dinossauro da GEO.",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,Geociencias
ML_2009_00061,"Uma vez um mackenzista entrou na USP.
 Coitado! Virou história!",,,,,,,,,,,,,,,,VET,No jumento do Museu da Vet.,,,TRUE,FALSE,TRUE,,2009,,,,,,,,,Vet
ML_2009_00062,"Parta do Ponto O e siga o contra fluxo. 
 Quando estiver sem fôlego, pronto! Você 
 é um antagonista de um tira no jardim da 
 infância!",,,,,,,,,,,,,,,,ODONTO,"Na grade (extrema esquerda inferior) 
 do ar condicionado Dominic Hunter.",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,Odonto
ML_2009_00063,"A Faculdade mais rapida da USP. Chupa 
 Wally!",,,,,,,,,,,,,,,,EEFE,"Atrás da placa da primeira turma
 de formandos da EEFE. Perto do 
 nome do Wally.",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,EEFE
ML_2009_00064,Símbolo do Superman,,,,,,,,,,,,,,,,FFLCH,Em algum lugar do CAEL - Letras.,,,TRUE,FALSE,TRUE,,2009,,,,,,,,,FFLCH (Sem contar Adm)
ML_2009_00065,"{(19, 03, 09)} + Sinal do Poste",,,,,,,,,,,,,,,,DATA BASE,No poste do banco de dados da USP.,,,TRUE,FALSE,TRUE,,2009,,,,,,,,,#N/A
ML_2009_00066,"No obscuro caminho para o canutório, 
 preste atenção! Entre outras, procure o 
 ponto de partida!",,,,,,,,,,,,,,,,FAU,"No ponto de partida da foto
 do meio.",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,FAU
ML_2009_00067,"Uma vez Gabriel capturou a maior das 
 feras e a enjaulou. Com a ajuda de 
 animais da flores ela escapou, mas 
 Gabriel ficou com tanta raiva que a matou 
 e a enterrou nessa suja área verde.",,,,,,,,,,,,,,,,FFLCH,"No porão fechado do CA da 
 Filosofia.",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,FFLCH (Sem contar Adm)
ML_2009_00068,"Quatro meses e meio após a sua morte 
 ele nomeou uma rodovia, mesmo 
 morando a sete palmos do chão ao lado 
 da moléstia que o venceu.",,,,,,,,,,,,,,,,"RELÓGIO DE 
 SOL",,,,TRUE,FALSE,TRUE,,2009,,,,,,,,,Praça de Relógio Solar
ML_2009_00069,"No portal dos intocáveis o Imperador
  Japonês conquistou seu espaço!",,,,,,,,,,,,,,,,FFLCH,"Em frente à porta do Prof. Júlio
 César Susuki, embaixo da caixa 
 de mensagens.",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,FFLCH (Sem contar Adm)
ML_2009_00070,"No meio do presente dos maias à 
 humanidade, está a próxima pista!",,,,,,,,,,,,,,,,BANCOS,"Na esquina dos Bancos com a FEA 
 (embaixo da placa de concreto do 
 chão).",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,Bancos
ML_2009_00071,Use-o para encontrar espíritos na água.,,,,,,,,,,,,,,,,"PAÇO DAS 
 ARTES","Embaixo do evidenciador de 
 espíritos aquosos.",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,Paço das Artes
ML_2009_00072,"Parabéns! Você chegou à Final do Caça 
 ao Tesouro 2009! Se dirija imediatamente 
 ao Grêmio Politécnico para retirar sua 
 pista final.",,,,,,,,,,,,,,,,GRÊMIO,,,,TRUE,FALSE,TRUE,,2009,,,,,,,,,#N/A
ML_2008_00001,"Homem em luta soberba contra uma força interna.
 Imite-o, sentado no centro do único banco em frente
 ao atendimento.",,,,,,,,,,,,,,,,PSICOLOGIA,Árvore em frente ao banco,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,Psico
ML_2008_00002,Desse lab você vai ter que chorar muito para passar,,,,,,,,,,,,,,,,"TEATRO 
 LAB. ECA",Na porta,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,#N/A
ML_2008_00003,"Volte no tiempo para ver o quadrúpe com o chifre
 que nenhum corno tem.",,,,,,,,,,,,,,,,ECA,Maquina del tiempo,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,ECA
ML_2008_00004,"A natureza marca o início da fábrica de soluções
 da estagnação de João Figueiredo.",,,,,,,,,,,,,,,,FEA,Escrito de grama na FEA,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,FEA
ML_2008_00005,Dos não motorizados somente este não pode aqui.,,,,,,,,,,,,,,,,RUA DO MATÃO,Placa bicicleta,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,Rua do Matão
ML_2008_00006,Água antiga frente ao sol nascente,,,,,,,,,,,,,,,,GEOLOGIA,Bebedouro da Geo,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,Geociencias
ML_2008_00007,"Não fique parado, pegue a frutinha no P do Pomar",,,,,,,,,,,,,,,,CEPE,"No escrito CEPEUSP
 no chão",,,TRUE,FALSE,TRUE,,2008,,,,,,,,,CEPE
ML_2008_00008,,,,,,,,,,,,,,,,,CEPE,Campo de futebol CEPE,,,FALSE,FALSE,TRUE,,2008,,,,,,,,,CEPE
ML_2008_00009,As entradas estão acabando...,,,,,,,,,,,,,,,,CEPE,Bilheteria,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,CEPE
ML_2008_00010,"Noz sabemos que no universo dos números
 o centro está em toda parte.",,,,,,,,,,,,,,,,IME,Elevador de deficientes,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,IME
ML_2008_00011,"O senador estava com dores no coração
 foi ao médico porém a dor sumiu. Como estava
 meio amarelo, o doutor resolveu colocá-lo
 em módulo de observação.",,,,,,,,,,,,,,,,IME,Estrutura metálica amarela,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,IME
ML_2008_00012,"Depois de um ano estudando pra passar na USP,
 finalmente entrei, mas tem um cara da UNICAMP
 tentando passar na minha frente.",,,,,,,,,,,,,,,,PLACA VIADO,Atrás da placa,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,#N/A
ML_2008_00013,"Foi numa excursão gelada que
 me deparei com o abominável homem das neves",,,,,,,,,,,,,,,,"MUSEU
 OCEANOGRÁFICO",Bolso do boneco,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,IO
ML_2008_00014,"Esses seres se comunicam através de vibrações
 sonoras na faixa de 150Hz.
 Porém esse parece sofrer de bulimia.",,,,,,,,,,,,,,,,BIO,Embaixo do esqueleto,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,Bio
ML_2008_00015,"Pau no seu cu, sua anta.",,,,,,,,,,,,,,,,BIO,Anta BIO,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,Bio
ML_2008_00016,"Só Pedro pode ter acesso à esse possível
 antro de cervejas. Nem Darwin é autorizado.",,,,,,,,,,,,,,,,GELADEIRA BIO,Embaixo da porta,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,#N/A
ML_2008_00017,"José e Maria andavam de mercedez em frente à
 Faculdade de économia e adm... Qdo bateram
 num pistão italiano.",,,,,,,,,,,,,,,,"MUSEU DO 
 CRIME",Debaixo do baú,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,#N/A
ML_2008_00018,"Você acaba de ser jubilado da Poli. Mas calma,
 existe apenas uma pessoa que tem poder para
 mudar a sua situação. Considere o banco do réus
 como o centro do sist. Procure no (0, 0, -1)",,,,,,,,,,,,,,,,SALA DO IVAN,"Embaixo da cadeira de 
 visita do Ivan",,,TRUE,FALSE,TRUE,,2008,,,,,,,,,#N/A
ML_2008_00019,"General Pedro Pignarolo comanda o ataque aéreo
 dos exércitos preto aos exércitos amarelos
 em Madagascar. Não procure nos quartéis.",,,,,,,,,,,,,,,,APIÁRIO BIO,,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,Bio
ML_2008_00020,"Ao chegar na passagem subterrânea, o marinheiro
 tombou de bêbado com a sua face esquerda,
 virada para o chão. Em um momento de alucinação
 ele se imaginou numa batalha naval e após um torp
 erdo sacolejar o seu navio, ele resolve contra-atacar ...
 Tome cuidado, os marcos de ref, mudam a cada ata",,,,,,,,,,,,,,,,TÚNEL BIO,"Buracos da escada que sai
 do túnel",,,TRUE,FALSE,TRUE,,2008,,,,,,,,,#N/A
ML_2008_00021,Assassino do donzela marrom,,,,,,,,,,,,,,,,"MUSEU DA 
 OCEANOGRAFIA",No aquário,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,IO
ML_2008_00022,"Com às graças de um antigo diretor, o atleta
 ofereceu a vitória alada ao universo
 Cumprimente o diretor.",,,,,,,,,,,,,,,,MONUMENTO DO CAVALO,Lá em cima,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,Praça do Cavalo
ML_2008_00023,O dedalus tá com brincadeira,,,,,,,,,,,,,,,,"FACULDADE DE 
 EDUCAÇÃO",Brinquedoteca,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,Faculdade de Educação
ML_2008_00024,"SOPAS DA TERÇA ou
 SAPOS DA TERÇA
 Procure pelo registro dos intrusos",,,,,,,,,,,,,,,,PAÇO DAS ARTES,Mural de fotos,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,Paço das Artes
ML_2008_00025,"Residência da esperteza noturna no número
 XXXXXXX",,,,,,,,,,,,,,,,IME,Casinha do cachorro,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,IME
ML_2008_00026,A separação entre todos e o quase niguém,,,,,,,,,,,,,,,,"PARQUE PARA
 TODOS",Alambrado,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,Parque Esporte para todos
ML_2008_00027,"Foi numa gélida noite de outono que o sargento
 parou a sua baratinha, atravessou a rua e foi
 ao encontro do informante que mais sabia dos
 que se passava naquela cidade.",,,,,,,,,,,,,,,,"CENTRO DE 
 INFO DA USP",Na frente do Centro,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,Centro de Informações
ML_2008_00028,O menino Jesus bagunça o mundo,,,,,,,,,,,,,,,,"INSTITUTO DE 
 METEOROLOGIA",Debaixo do quadro,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,#N/A
ML_2008_00029,Esse a carrocinha não pode levar,,,,,,,,,,,,,,,,"CACHORRO 
 NA USP",Coleira,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,#N/A
ML_2008_00030,A luneta que enxerga de perto o futuro do brasil,,,,,,,,,,,,,,,,"INSTITUTO DE 
 ESTUDOS 
 AVANÇADOS",Porta,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,#N/A
ML_2008_00031,"Esse ciclista assiste de camarote à alguns
 jogos, cantando PLUT PLAT ZUM...",,,,,,,,,,,,,,,,EEFE,Bike ergométrica,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,EEFE
ML_2008_00032,"Atenção todos os carros, atenção: carro de placa
 SIE 0018, foi visto pela última vez à caminho do
 resgate do Ronald.",,,,,,,,,,,,,,,,"PLACA 
 PUBLICIDADE 
 SIENA",No poste,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,#N/A
ML_2008_00033,"Ele salvou a minha vida!
 Erguei as mãos e daí glória à Deus",,,,,,,,,,,,,,,,HU,Monumento anja,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,HU
ML_2008_00034,"Por mais que inspire triunfos, nada de concreto
 pode-se obter aqui,",,,,,,,,,,,,,,,,ARCO ODONTO,x,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,#N/A
ML_2008_00035,"Se Pedro tivesse praticado + nessa escola, hj seria
 um grande secretário. Porém a ansiedade e a falta
 de experiência o deixaram de cabeça para baixo
 muito molhado e frio.",,,,,,,,,,,,,,,,RAIA,Barco escola,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,Raia
ML_2008_00036,"Ta tudo arquivado chefe, menos o entulho daquele
 processo que tá lá na frente.",,,,,,,,,,,,,,,,SAUSP,Placa,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,Arquivo Novo
ML_2008_00037,"Você se contenta com um suco do bandex
 ou prefere uma coisa mais alcoólica??",,,,,,,,,,,,,,,,"POSTO DOS 
 CIRCULARES 
 NO PO",Na bomba?,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,#N/A
ML_2008_00038,"Resident Evil na POLI!!! Ao trocar de cenário
 escolha o corredor mais estreito, e vá até o fim.
 Sem medo.",,,,,,,,,,,,,,,,RESIDENT EVIL,Corredor,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,#N/A
ML_2008_00039,"Jogue mario 64, e para obtrer informações fale com
 o cabeçudo de pedra",,,,,,,,,,,,,,,,OLARIA FAU,No cogumelo,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,FAU
ML_2008_00040,"Nesse palco onde a arte é demonstrada pelos
 protagonistas e adorada pelo platéia,
 gladiadores se enfrentam e leões são mortos à cada
 dia. Na verdade esse nosso palco não cumpre mais 
 seu papel de origem e só representa todos os 
 outros milhares que temos pelo mundo. Vá",,,,,,,,,,,,,,,,ESTÁDIO CEPE,x,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,#N/A
ML_2008_00041,"Para encontrar oq você quer, tera q andar 2646m
 numa direção um tanto qto estranha, virar 30 graus
 p/ baixo e andar 14 mins. Depois virar 70 graus
 p/ o sol da tarde e andar por 44 mins. Mas calma
 calma... Não é necessário ir tão longe.
 Estamos monitorando vc.",,,,,,,,,,,,,,,,IAG,SOAR,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,IAG
ML_2008_00042,Maluf fede,,,,,,,,,,,,,,,,CÓRREGO MALUF,Placa,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,#N/A
ML_2008_00043,Treme treme treme tremembé,,,,,,,,,,,,,,,,IAG,Mural de sismologia,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,IAG
ML_2008_00044,"Nesse labirinto não tem nada de bonito nem de 
 estético. A safra do pé de vinho terminou, 
 não sobrou mais nada",,,,,,,,,,,,,,,,FAU,Árvore de cortiça,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,FAU
ML_2008_00045,Herança polinésica na estética da engenharia,,,,,,,,,,,,,,,,FAU,Moai,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,FAU
ML_2008_00046,"Entrei na feira da fruta, só para ver o que a feira da 
 fruta tem",,,,,,,,,,,,,,,,"FEIRA DA 
 PREFEITURA",x,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,#N/A
ML_2008_00047,"Carta do herói da Inconfidência Mineira na caixa de 
 correio de Jesus.",,,,,,,,,,,,,,,,ODONTO,Caixa na Odonto,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,Odonto
ML_2008_00048,"Você pode ir a vários lugares, mas antes, mesmo
 que escondido, porque não praticar um boxe.",,,,,,,,,,,,,,,,"TERMINAL DE 
 ÔNIBUS",No saco,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,#N/A
ML_2008_00049,elevador em japonês,,,,,,,,,,,,,,,,"CASA DE 
 CULTURA 
 JAPONESA",No elevador,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,Casa de Cultura Japonesa
ML_2008_00050,Carneiro de Souza começou o FAU-POLI,,,,,,,,,,,,,,,,FAU,,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,FAU
ML_2008_00051,"Você pode pescar nessa utricularia,
 mas às vezes ela fica escondida.",,,,,,,,,,,,,,,,BIO,Debaixo do barco,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,Bio
ML_2008_00052,"Ao som de looney tonies...
 

 Acho que vi um gatinho, mas agora já é tarde.",,,,,,,,,,,,,,,,MÚSICA,Gaiola,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,ECA
ML_2008_00053,*partitura Cálice*,,,,,,,,,,,,,,,,"ANFITEATRO 
 AMARELO / VERMELHO",Em cima da lousa,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,Poli sem Poli Quimica
ML_2008_00054,Tamo pilhado para um beach soccer,,,,,,,,,,,,,,,,"CAMPO AREIA 
 FÍSICA",Campo Física,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,IF
ML_2008_00055,Esse telefone tem um toque diferente,,,,,,,,,,,,,,,,MÚSICA,Orelhão em frente,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,ECA
ML_2008_00056,"Mesmo após a invasão o mármore continua
 fugindo.",,,,,,,,,,,,,,,,MAC 2,Monumento fuga branca,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,MAC
ML_2008_00057,"Um triângulo inscrito em um triângulo inscrito num pentágono, que por sua vez, está inscrito num círculo.
 A partir do norte, ande 24 passos para leste.
 Ao chegar no caminho, ande 122 unidades por ele.
  Você está de frente para ela, ande 7 passos.",,,,,,,,,,,,,,,,RELÓGIO DE SOL,Árvore perto do relógio,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,Praça de Relógio Solar
ML_2008_00058,Corpo estranho no Krusty,,,,,,,,,,,,,,,,GRÊMIO,PC Grêmio,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,#N/A
ML_2008_00059,Se Froid pode porque eu não posso.,,,,,,,,,,,,,,,,PSICO,Lanchonete da Psico,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,Psico
ML_2008_00060,,,,,,,,,,,,,,,,,FÍSICA,Prédio da ressonância,,,FALSE,FALSE,TRUE,,2008,,,,,,,,,IF
ML_2008_00061,"Depois desse churras, vo lá falar com o professor.
 Mas antes vo descansar nesse banco.
 Abaixe a cabeça senão o bambu te acerta.",,,,,,,,,,,,,,,,FÍSICA,Um dos bancos,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,IF
ML_2008_00062,"Batman, não vamos encontrar a nave estelar nunca.
 Mas Robin, sua besta, não será uma madeira?
 Comece no 207, virado p a espera eterna, vire 35º p/
 direita e ande 27. Agora vire 150º e ande 24. Agora vire
 145º e ande 21. Agora vire 135º e ande 18. Agora vire
 135º e ande 22. Se você estiver correto encontrará a madeira estelar.",,,,,,,,,,,,,,,,SHARE WOOD,Entrada,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,Poli sem Poli Quimica
ML_2008_00063,,,,,,,,,,,,,,,,,OVO,Campo Física,,,FALSE,FALSE,TRUE,,2008,,,,,,,,,#N/A
ML_2008_00064,,,,,,,,,,,,,,,,,,Orelhão em frente,,,FALSE,FALSE,FALSE,FALSE,2008,,,,,,,,,#N/A
ML_2008_00065,"Foi por causa de uma falta de luz na P1, que 
 acabou chegando na sub.",,,,,,,,,,,,,,,,"SUB-ESTAÇÃO
 ELÉTRICA",Porta,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,Subestação
ML_2008_00066,,,,,,,,,,,,,,,,,CCM,Porta?,,,FALSE,FALSE,TRUE,,2008,,,,,,,,,#N/A
ML_2008_00067,,,,,,,,,,,,,,,,,FARMÁCIA,Flâmula,,,FALSE,FALSE,TRUE,,2008,,,,,,,,,Químicas
ML_2008_00068,"O Pirata Alma Negra deixou duas mensagens. Uma
 delas, você pode ver, a outra está em um dos 
 vértices.",,,,,,,,,,,,,,,,"NÚCLEO DE 
 CONSCIÊNCIA 
 NEGRA",No canto do outro lado,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,Barracões
ML_2008_00069,,,,,,,,,,,,,,,,,MAV,,,,FALSE,FALSE,TRUE,,2008,,,,,,,,,#N/A
ML_2008_00070,"Sua caixa de entrada está lotada
 Vo mandar para outra",,,,,,,,,,,,,,,,CORREIOS,Um dos bancos,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,#N/A
ML_2008_00071,"Um assento que está entre os semelhantes 653 e
 847-8",,,,,,,,,,,,,,,,BANCOS,Debaixo do banco,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,Bancos
ML_2008_00072,,,,,,,,,,,,,,,,,ASEP,,,,FALSE,FALSE,TRUE,,2008,,,,,,,,,Asep
ML_2008_00073,"Venha assistir à seleção mirim de handebol
 de campo. Procure pelo endereço.",,,,,,,,,,,,,,,,"NÚCLEO DE 
 RECREAÇÃO 
 INFANTIL",Embaixo da placa,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,#N/A
ML_2008_00074,incendio,,,,,,,,,,,,,,,,ECA,Porta,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,ECA
ML_2008_00075,"Cruzes, ta quase tudo desativado, mas
 uma coisa tá funcionando.",,,,,,,,,,,,,,,,"FARMÁCIA 
 UNIVERSITÁRIA",Porta?,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,Químicas
ML_2008_00076,"Mal consigo ficar aqui com pedaços de corpos
 por toda a parte. Procure embaixo das ferramentas. 
 A palavra TROPFROHRE lhe confirmará o local.",,,,,,,,,,,,,,,,MAH,Embaixo da prateleira,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,#N/A
ML_2008_00077,"O grande jogo se aproxima e só agora
 temos a escalação que vem com: Iemanjá; 
 Boto, Piaimã, Iara e Mula-sem-cabeça; Saci-Pererê, 
 Lobisomem, Maanape e Boi-bumbá; Curupira e 
 Chico Bento. Se você não tiver medo fique com o 
 bicho-papão no banco.",,,,,,,,,,,,,,,,IEB,Embaixo do banco,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,IEB
ML_2008_00078,"Entre o jogo do rico e do pobre, o do pobre tem
 público garantido. Venha assistir o dos pobres
 mas cuidado para não pisar no molhado.",,,,,,,,,,,,,,,,CAMPO CRUSP,Embaixo da janela do Crusp,,,TRUE,FALSE,TRUE,,2008,,,,,,,,,#N/A
